"subject","stat_group","walking_x_avg","walking_upstairs_x_avg","walking_downstairs_x_avg","sitting_x_avg","standing_x_avg","laying_x_avg","walking_body_acc_x_avg","walking_upstairs_body_acc_x_avg","walking_downstairs_body_acc_x_avg","sitting_body_acc_x_avg","standing_body_acc_x_avg","standing_body_acc_x_avg","walking_body_acc_y_avg","walking_upstairs_body_acc_y_avg","walking_downstairs_body_acc_y_avg","sitting_body_acc_y_avg","standing_body_acc_y_avg","laying_body_acc_y_avg","walking_body_acc_z_avg","walking_upstairs_body_acc_z_avg","walking_downstairs_body_acc_z_avg","sitting_body_acc_z_avg","standing_body_acc_z_avg","laying_body_acc_z_avg","walking_body_gyro_x_avg","walking_upstairs_body_gyro_x_avg","walking_downstairs_body_gyro_x_avg","sitting_body_gyro_x_avg","standing_body_gyro_x_avg","laying_body_gyro_x_avg","walking_body_gyro_y_avg","walking_upstairs_body_gyro_y_avg","walking_downstairs_body_gyro_y_avg","sitting_body_gyro_y_avg","standing_body_gyro_y_avg","laying_body_gyro_y_avg","walking_body_gyro_z_avg","walking_upstairs_body_gyro_z_avg","walking_downstairs_body_gyro_z_avg","sitting_body_gyro_z_avg","standing_body_gyro_z_avg","laying_body_gyro_z_avg"
11,"train",-0.389878419432452,-0.398614845629233,-0.305909524865597,-0.582402338892727,-0.607598013293342,-0.554984447840749,0.0192164986328125,0.0202902315398438,0.03645072906875,0.0093315935475,0.00356920380742187,NA,0.0257008157421875,0.0290658709453125,0.034548217734375,0.0598809913203125,0.0189676958828125,0.00584884031757812,0.0185029522242188,0.0240721094375,0.0306888056007813,0.0077195549453125,0.00246987740508594,0.00561559487109375,0.44002368759375,0.460936826126563,0.790660880046875,0.0087922063125,0.0158617979246094,0.158543373757812,0.139521724628906,0.1951121703125,0.157943341164063,0.020675437553125,0.012478400715625,0.150299424117187,0.049568102421875,0.0707642956765625,0.154657982116406,0.150319164765625,0.0093371958859375,0.316557665625
12,"test",-0.312392196157219,-0.399216606501426,-0.0900244538635472,-0.595919394643137,-0.506652696493547,-0.485884429071176,0.021679225703125,0.018671503984375,0.032696858453125,0.00658034790930469,0.0107647674164062,NA,0.02185266715625,0.0203435182703125,0.0242991701375,0.017317622130625,0.0328839358984375,0.0120703276570312,0.0279793583609375,0.0272697139585938,0.02325461815625,0.0246217532414062,0.0462225848117188,0.0709979355820313,0.219985135859375,0.443330145546875,1.05989123428906,0.015483242865625,0.261762618046875,0.21152230796875,0.144861139429688,0.156774310445313,0.176089570195312,0.20643804609375,0.1539776005625,0.165487715546875,0.086130668359375,0.11758990078125,0.101617972864844,0.1245274678125,0.02511503815,0.29100054359375
13,"test",-0.279030900889144,-0.358022992149305,-0.241701296796257,-0.497351755940285,-0.597650495983672,-0.560604227755615,0.0184497413273437,0.0311810345,0.040046079140625,0.0035155676740625,0.0137981172078125,NA,0.0289588405429687,0.0466259693828125,0.0295065342945313,0.0922151874765625,0.0351809480023437,0.0132475538314062,0.039881583609375,0.029878029978125,0.0655366325859375,0.1395021832375,0.00757541489390625,0.0492686917594531,0.45612148875,0.423919684554687,0.555079133421875,0.105666970335937,0.0307955954148438,0.215566383046875,0.140055830476563,0.239587251921875,0.231931715515625,0.16654470875,0.0528925773632812,0.0509393376484375,0.053674995546875,0.263490640627344,0.244765133085938,0.115888082109375,0.0245379899349219,0.249116530859375
14,"train",-0.344874431174688,-0.137693046030499,-0.0184771495852941,-0.511202390189483,-0.547247957094813,-0.404826498557576,0.024835784671875,0.0383336418203125,0.039688529203125,0.0316516683650781,0.029370346534375,NA,0.0324962873703125,0.041286154996875,0.0348865027734375,0.138205509898437,0.0422285554460938,0.102101840030469,0.0262243507385937,0.082864164265625,0.0564956969609375,0.1285839339375,0.0729820388125,0.215463548007813,0.425837106882813,0.602320993242187,0.58967811296875,0.01490172940625,0.0941508907578125,0.297328065375,0.08285125125,0.33655849859375,0.154467603015625,0.203364637078125,0.215937967421875,0.0249063927775,0.0507217088046875,0.376652775953125,0.213023859921875,0.144299888046875,0.0225109439453125,0.231018496796875
15,"train",-0.34133627214902,-0.350381523986453,-0.191635835252585,-0.514046649775936,-0.578774547066756,-0.545786164606827,0.0293264501328125,0.0288094134261641,0.041300199765625,0.00440911629476563,0.0148507291476563,NA,0.022220563953125,0.027335823171875,0.052842839140625,0.141088182625,0.0462561239140625,0.0160114455703125,0.0252360899453125,0.0248793841361719,0.0295558426141406,0.0463745239453125,0.0436045284953125,0.0224432166242188,0.119080919296875,0.618512385984375,0.542115867429688,0.0126878587726562,0.125418888984375,0.172989700078125,0.176339323757812,0.244620464257813,0.157194634609375,0.0602010425,0.124096208125,0.181711663828125,0.0300615675234375,0.079768663,0.11483200975,0.153119727882813,0.0330887703492187,0.30104527578125
16,"train",-0.400038768363672,-0.39157870538984,-0.283259802290374,-0.539180246111408,-0.570532724097683,-0.568587959102317,0.018449637259375,0.0215911730390625,0.0391559684375,0.0580239217054688,0.072939048890625,NA,0.0165019567216406,0.06191445726875,0.02187650009375,0.05776522025,0.0596234462153906,0.0118749475872656,0.0250048577898438,0.0264905246914062,0.02782675101875,0.10301198390625,0.09665708601,0.0178744194716406,0.264354703664062,0.57869929875,0.57733595821875,0.044022195546875,0.0257658356846094,0.3079931890625,0.0546821734296875,0.164293773785938,0.132401389382813,0.314696459375,0.097803119765625,0.0178964369921875,0.0490475976523437,0.222072854916406,0.192109835882812,0.059602952265625,0.050743953046875,0.141255862890625
17,"train",-0.362491365355258,-0.34899190854385,-0.286719365750053,-0.583934493459661,-0.579217643337558,-0.527270383511408,0.02379413328125,0.041752887525,0.0446716959453125,0.0119291855851562,0.0342013873304687,NA,0.0160654255010938,0.042551110040625,0.0268741914109375,0.0819648674132813,0.045889806765625,0.0581722775140625,0.0267165345,0.02569338290625,0.0659151084059375,0.0205053634259375,0.03563641875625,0.0230428403914062,0.407878780617188,0.724902540625,0.769310987421875,0.0159196508710937,0.0597680149140625,0.131954978929687,0.044621224296875,0.194964700235156,0.136366275978125,0.1164198953125,0.0978564629546875,0.0176623278132812,0.0400497632570313,0.2635617828125,0.105205248390625,0.124307632734375,0.0260867160226563,0.2516153328125
18,"test",-0.407311535699447,-0.442627020312866,-0.377890646836043,-0.617748710801123,-0.618411224977362,-0.612813634915152,0.0193577252101563,0.0287814339710937,0.0254973832265625,0.00240911315398437,0.0041748699478125,NA,0.0179429489375,0.0307184251953125,0.03606009415625,0.032744058046875,0.0140036291100781,0.0020945219225,0.0226433027890625,0.0323918662046875,0.0364548768828125,0.00600224925078125,0.00772973041210938,0.00547428530679687,0.079034570584375,0.4920482345625,0.476150707992188,0.0120724501835937,0.0499734520648437,0.100912790265625,0.166808264773437,0.177120266929687,0.150636631914063,0.0983639766875,0.04810218928125,0.0129537120757813,0.086715588953125,0.157400241174219,0.146131418179688,0.068910402265625,0.0152075280273438,0.105175056796875
19,"train",-0.0832478913461676,-0.207168893735829,0.227880109944205,-0.569354300803387,-0.589314386905847,-0.58217744099551,0.0164468641796875,0.0320353586625,0.0700718221875,0.0113139426589844,0.00980591796195313,NA,0.035682389484375,0.047660765890625,0.0416091402578125,0.0188792962734375,0.033157994125,0.016257603809375,0.0225227385625,0.0397137491875,0.035754628171875,0.030747551546875,0.0296150315742187,0.012709956693125,0.452039421015625,0.52794661859375,0.6275288115375,0.1972039265625,0.127601712940625,0.067677235765625,0.172752641523438,0.198364769882813,0.313168431992188,0.485057559375,0.159608243625,0.070542595609375,0.0725234605234375,0.307673017543906,0.281422633625,0.160189293203125,0.04309760295,0.2731602046875
20,"test",-0.146706455188235,-0.265278941837077,-0.147212837344082,-0.572039075620553,-0.517097471166845,-0.486559447086988,0.022661699303125,0.0327687246015625,0.0404398996953125,0.031011182678125,0.0214110502484375,NA,0.02502697075,0.0281755858617188,0.0439220761484375,0.0538418464351563,0.0354742310429687,0.0860837967734375,0.0193153056484375,0.0195447611328125,0.0361364114296875,0.0308952456657031,0.06043018515625,0.0531413473710938,0.50342711359375,0.819376402890625,0.514756576875,0.0190138110164062,0.1553959754375,0.200162804375,0.273579105234375,0.27467505734375,0.37548697,0.122282747578125,0.07135860940625,0.0169841165355469,0.07891676546875,0.204336993039062,0.127267038234375,0.123632016164062,0.0275205055828125,0.2406269796875
21,"train",-0.270221524863458,-0.294011550333512,-0.217286326364349,-0.569778632145651,-0.527069590610873,-0.527087496737184,0.0320826594289063,0.029581596703125,0.065919310296875,0.00545405691671875,0.0240257890541406,NA,0.023707114578125,0.0305046218046875,0.042755706515625,0.0132318101132813,0.0379987075950781,0.00907739406365625,0.01443758740625,0.0204081872664062,0.0480077298625,0.0182508024617188,0.0403752124643359,0.0629765654713281,0.0921126746875,0.6187315665625,0.4446436363125,0.21828675546875,0.3545427690625,0.07457651890625,0.206386559609375,0.26167629315625,0.312514476601563,0.239659819453125,0.079095134796875,0.0248254537539063,0.136668936172656,0.209805900834375,0.209200047078125,0.142973824140625,0.0712152025382812,0.1361435190625
22,"train",-0.231123896729068,-0.23064005673779,-0.262782033483244,-0.517937632158877,-0.567268408144207,-0.490067174379679,0.0188842394296875,0.0324124297421875,0.0459848465859375,0.0135520638796875,0.0164868223054687,NA,0.02934615590625,0.03043754159375,0.0294807622273437,0.122478490682031,0.0374540926842188,0.147692779789063,0.020310840853125,0.0299886861875,0.037391400734375,0.105488282783594,0.0342076736898438,0.0239238202004688,0.394852959851562,0.7416590715625,0.638507360890625,0.0663542351015625,0.130802152054688,0.2553242178125,0.0628960453828125,0.257489005375,0.158722246941406,0.198089875460938,0.08157766828125,0.0870112164140625,0.0484152881105469,0.127025240625,0.0582747033203125,0.13160035953125,0.0116268358125,0.37820982734375
23,"train",-0.167869602367838,-0.307825843581996,-0.0699680121996435,-0.549843659107665,-0.585571222967023,-0.568940577699465,0.02637270185625,0.0268787767015625,0.045435237640625,0.00526938352233594,0.0109750404648438,NA,0.0205747768789062,0.050192296765625,0.0418154883748438,0.0677232583867187,0.0117968084266406,0.003216467535625,0.02674213290625,0.0371521107890625,0.0521574468359375,0.0806657444546875,0.0356329243671875,0.0239678678680469,0.53262828359375,0.559124660390625,0.4282961830625,0.0217075699890625,0.08077144559375,0.228431709375,0.115421214105469,0.115930940421875,0.11304797921875,0.186629941875,0.078540237296875,0.0107879987182031,0.150504537578125,0.189364477476563,0.100513939390625,0.077042861015625,0.0282484447351562,0.192703977265625
24,"test",-0.384662605629376,-0.399898095091622,-0.268557743389144,-0.590726280798752,-0.572770217355758,-0.56045159677754,0.0147725577765625,0.0294661122554687,0.03037461489375,0.00283773412445313,0.0307561067675859,NA,0.01625129503125,0.0358853400546875,0.0405620776640625,0.0736250181960938,0.0410526415297656,0.00456064091453125,0.0176641534648437,0.02328948618125,0.0208815349453125,0.0230988719984375,0.0662806920609375,0.0313924986585937,0.14409098434375,0.74503677578125,0.438180906640625,0.0378007402289062,0.0560101476738281,0.2312449125,0.104840657117187,0.11861607925,0.123698817765625,0.1271244809375,0.08496848515625,0.0131514279735156,0.095625922515625,0.135297352765625,0.142765233546094,0.077513859375,0.0146310725257813,0.215837276953125
25,"train",-0.429224824062032,-0.439686431647594,-0.388399638558004,-0.560825128040463,-0.524998712856025,-0.482950088056863,0.01255959228125,0.03021504375,0.0317862448046875,0.019550156540625,0.00562224176484375,NA,0.0254744152265625,0.02477332534375,0.0380864565289062,0.0480478584375,0.0212248842992187,0.5335020421875,0.02349415075,0.058476904615625,0.036646063375,0.0191364381325,0.0540293161484375,0.36611885703125,0.49989058796875,0.638971834609375,0.65036372771875,0.009220796615625,0.0928365747984375,0.5689795640625,0.0696430182507813,0.139560199992187,0.081162916875,0.0391235731015625,0.139227799514844,0.102093272539063,0.0403608472734375,0.154002920046875,0.19086839571875,0.15810858078125,0.0832263317460937,0.28613261171875
26,"train",-0.352351910649376,-0.367714320595526,-0.251253240556578,-0.535515794406952,-0.585185190873619,-0.557136397251141,0.0282571967734375,0.030811236615625,0.046478683046875,0.0218550084171875,0.0304614714978906,NA,0.0243685735,0.0293620877992188,0.041337447515625,0.141876228203125,0.062062225653125,0.00250357787025,0.0219994176078125,0.0179020341671875,0.030110704440625,0.109404037085938,0.0331078043266406,0.0166088753679688,0.4428626396875,0.63304752140625,0.551201085011719,0.0368286152140625,0.119420947,0.155728762109375,0.0438632743750781,0.1762455405625,0.068309127578125,0.0755388365625,0.0820965917578125,0.0281786610320312,0.03227162828125,0.0778425706328125,0.0966349560234375,0.123485252578125,0.108965856484375,0.38801479296875
27,"train",-0.339760535167023,-0.400540172653832,-0.228867723155494,-0.593412499508734,-0.584248764404278,-0.584111073713904,0.02027874125,0.0193036714453125,0.035001721671875,0.00627875074226563,0.020153238355,NA,0.015674157703125,0.0146182340703125,0.0238296544210937,0.0357409151796875,0.0351087388671875,0.00241542537964063,0.0145096739179688,0.024322611689375,0.03280495359375,0.0486781701765625,0.0484767344015625,0.0123599955304687,0.241692844195313,0.5690779884375,0.56270973859375,0.0154216519296875,0.0414087878078125,0.2443294078125,0.188161215710937,0.240062535085156,0.16527790796875,0.117665578671875,0.11559693421875,0.0178670165414062,0.171243967171875,0.278964490921875,0.261081697909375,0.13440461640625,0.0236701360085937,0.25122418828125
28,"train",-0.327287361940695,-0.356508600373797,-0.179991152285437,-0.584132326299822,-0.547573501054011,-0.533820542296791,0.0241992480703125,0.03177091971875,0.043315793796875,0.00844269100546875,0.0070056670215625,NA,0.0212527249453125,0.0264201872546875,0.023159244703125,0.040161292659375,0.0552686036015625,0.0471491417234375,0.034790078703125,0.0362549734296875,0.0347506870703125,0.0525800272390625,0.0251016241351563,0.013990780403125,0.407080889601563,0.25426096640625,0.468856884054688,0.0341673737851562,0.0839344519765625,0.229018632039063,0.257666476609375,0.26894979546875,0.247365892296875,0.176839843742188,0.0598918295328125,0.0153334558824219,0.156799825195312,0.215782448109375,0.176215212875,0.0858836362109375,0.0455575180578125,0.31987180625
29,"train",-0.294298095788503,-0.312640764043316,-0.245399865462923,-0.588353563401622,-0.615758815841283,-0.593790933495544,0.02251430371875,0.0277463855390625,0.0432410777265625,0.0116922005929688,0.00641717876367187,NA,0.0170517891453125,0.039153182,0.0355884785601562,0.0266767453117187,0.0097944420015625,0.00553016686492187,0.034061877034375,0.0446487203367187,0.0478136611445312,0.009662686638125,0.00862722339070313,0.00912501269727344,0.426951647109375,0.660907393072656,0.6433188535,0.011889442703125,0.0234327106796875,0.1346127390625,0.0826690443359375,0.120252360148438,0.130248405078125,0.0558995508125,0.0372223858617187,0.05493402453125,0.02884797518125,0.0806226815625,0.094836862421875,0.07396606984375,0.00585504161078125,0.27155256875
30,"train",-0.311658949857398,-0.362312676970802,-0.261225157928057,-0.552151124723957,-0.536788458703066,-0.570318902976827,0.0247404922421875,0.0268324803960938,0.043960353609375,0.00984284260421875,0.00180822225625,NA,0.025672453353125,0.0422552855703125,0.04006837709375,0.15074193068125,0.0376486517716406,0.00424347760890625,0.033215450203125,0.0622930634554687,0.0548423942890625,0.0911485663367188,0.0437190128352344,0.0206615052601563,0.320640871875,0.543521800296875,0.582508014453125,0.0344976786953125,0.0682476664765625,0.166018658271094,0.108696427023438,0.217060533058594,0.164583571254688,0.137626809976562,0.101307170625,0.041103577390625,0.044791429359375,0.09718613895625,0.0551047863046875,0.113564807578125,0.0417702703757813,0.125810179921875
